contagem_viagens,contagem_acumulada,rank,freq_acumulada
8,42934,931,92.68798169296863
8,42942,932,92.70525247727812
8,42950,933,92.72252326158763
8,42958,934,92.7397940458971
8,42966,935,92.7570648302066
8,42974,936,92.77433561451609
8,42982,937,92.79160639882559
8,42990,938,92.80887718313508
8,42998,939,92.82614796744457
8,43006,940,92.84341875175406
8,43014,941,92.86068953606356
8,43022,942,92.87796032037305
8,43030,943,92.89523110468254
8,43038,944,92.91250188899204
8,43046,945,92.92977267330153
8,43054,946,92.94704345761102
8,43062,947,92.9643142419205
8,43070,948,92.98158502623001
8,43078,949,92.9988558105395
8,43086,950,93.016126594849
8,43094,951,93.03339737915847
8,43102,952,93.05066816346798
8,43110,953,93.06793894777746
8,43118,954,93.08520973208697
8,43126,955,93.10248051639644
8,43134,956,93.11975130070594
8,43142,957,93.13702208501543
8,43150,958,93.15429286932493
8,43158,959,93.17156365363442
8,43166,960,93.18883443794391
8,43174,961,93.20610522225341
8,43182,962,93.2233760065629
8,43190,963,93.24064679087239
8,43198,964,93.25791757518188
7,43205,965,93.27302951145269
7,43212,966,93.28814144772349
7,43219,967,93.3032533839943
7,43226,968,93.3183653202651
7,43233,969,93.33347725653591
7,43240,970,93.34858919280671
7,43247,971,93.36370112907753
7,43254,972,93.37881306534833
7,43261,973,93.39392500161914
7,43268,974,93.40903693788995
7,43275,975,93.42414887416075
7,43282,976,93.43926081043156
7,43289,977,93.45437274670236
7,43296,978,93.46948468297317
7,43303,979,93.48459661924397
7,43310,980,93.49970855551479
7,43317,981,93.51482049178558
7,43324,982,93.52993242805638
7,43331,983,93.5450443643272
7,43338,984,93.560156300598
7,43345,985,93.57526823686881
7,43352,986,93.59038017313961
7,43359,987,93.60549210941042
7,43366,988,93.62060404568122
7,43373,989,93.63571598195203
7,43380,990,93.65082791822283
7,43387,991,93.66593985449364
7,43394,992,93.68105179076444
7,43401,993,93.69616372703526
7,43408,994,93.71127566330605
7,43415,995,93.72638759957687
7,43422,996,93.74149953584767
7,43429,997,93.75661147211848
7,43436,998,93.77172340838928
7,43443,999,93.78683534466009
7,43450,1000,93.8019472809309
7,43457,1001,93.8170592172017
7,43464,1002,93.83217115347252
7,43471,1003,93.84728308974331
7,43478,1004,93.86239502601413
7,43485,1005,93.87750696228493
7,43492,1006,93.89261889855574
7,43499,1007,93.90773083482654
7,43506,1008,93.92284277109735
7,43513,1009,93.93795470736815
7,43520,1010,93.95306664363895
7,43527,1011,93.96817857990976
7,43534,1012,93.98329051618056
7,43541,1013,93.99840245245137
7,43548,1014,94.01351438872217
7,43555,1015,94.02862632499298
7,43562,1016,94.04373826126378
7,43569,1017,94.0588501975346
7,43576,1018,94.0739621338054
7,43583,1019,94.08907407007621
7,43590,1020,94.104186006347
7,43597,1021,94.11929794261782
7,43604,1022,94.13440987888862
7,43611,1023,94.14952181515943
7,43618,1024,94.16463375143024
7,43625,1025,94.17974568770104
7,43632,1026,94.19485762397186
7,43639,1027,94.20996956024266
7,43646,1028,94.22508149651347
7,43653,1029,94.24019343278427
7,43660,1030,94.25530536905508
7,43667,1031,94.27041730532588
7,43674,1032,94.28552924159669
7,43681,1033,94.30064117786749
7,43688,1034,94.3157531141383
7,43695,1035,94.3308650504091
7,43702,1036,94.3459769866799
7,43709,1037,94.36108892295071
7,43716,1038,94.37620085922151
7,43723,1039,94.39131279549233
7,43730,1040,94.40642473176312
7,43737,1041,94.42153666803394
7,43744,1042,94.43664860430474
7,43751,1043,94.45176054057555
7,43758,1044,94.46687247684635
7,43765,1045,94.48198441311716
7,43772,1046,94.49709634938796
7,43779,1047,94.51220828565877
7,43786,1048,94.52732022192959
7,43793,1049,94.54243215820038
6,43799,1050,94.5553852464325
6,43805,1051,94.56833833466463
6,43811,1052,94.58129142289674
6,43817,1053,94.59424451112886
6,43823,1054,94.60719759936099
6,43829,1055,94.6201506875931
6,43835,1056,94.63310377582522
6,43841,1057,94.64605686405734
6,43847,1058,94.65900995228947
6,43853,1059,94.67196304052158
6,43859,1060,94.6849161287537
6,43865,1061,94.69786921698582
6,43871,1062,94.71082230521793
6,43877,1063,94.72377539345005
6,43883,1064,94.73672848168218
6,43889,1065,94.74968156991429
6,43895,1066,94.76263465814641
6,43901,1067,94.77558774637853
6,43907,1068,94.78854083461066
6,43913,1069,94.80149392284277
6,43919,1070,94.81444701107489
6,43925,1071,94.82740009930701
6,43931,1072,94.84035318753912
6,43937,1073,94.85330627577125
6,43943,1074,94.86625936400337
6,43949,1075,94.87921245223548
6,43955,1076,94.89216554046762
6,43961,1077,94.90511862869973
6,43967,1078,94.91807171693183
6,43973,1079,94.93102480516397
6,43979,1080,94.94397789339608
6,43985,1081,94.9569309816282
6,43991,1082,94.96988406986033
6,43997,1083,94.98283715809244
6,44003,1084,94.99579024632456
6,44009,1085,95.00874333455668
6,44015,1086,95.0216964227888
6,44021,1087,95.03464951102092
6,44027,1088,95.04760259925304
6,44033,1089,95.06055568748516
6,44039,1090,95.07350877571727
6,44045,1091,95.0864618639494
6,44051,1092,95.09941495218152
6,44057,1093,95.11236804041363
6,44063,1094,95.12532112864575
6,44069,1095,95.13827421687787
6,44075,1096,95.15122730511
6,44081,1097,95.16418039334211
6,44087,1098,95.17713348157423
6,44093,1099,95.19008656980635
6,44099,1100,95.20303965803846
6,44105,1101,95.2159927462706
6,44111,1102,95.22894583450271
6,44117,1103,95.24189892273482
6,44123,1104,95.25485201096696
6,44129,1105,95.26780509919907
6,44135,1106,95.28075818743119
6,44141,1107,95.29371127566331
6,44147,1108,95.30666436389542
6,44153,1109,95.31961745212755
6,44159,1110,95.33257054035967
6,44165,1111,95.34552362859179
6,44171,1112,95.3584767168239
6,44177,1113,95.37142980505602
6,44183,1114,95.38438289328815
6,44189,1115,95.39733598152026
6,44195,1116,95.41028906975238
6,44201,1117,95.4232421579845
6,44207,1118,95.43619524621661
6,44213,1119,95.44914833444874
6,44219,1120,95.46210142268086
6,44225,1121,95.47505451091298
6,44231,1122,95.48800759914509
6,44237,1123,95.50096068737722
6,44243,1124,95.51391377560934
6,44249,1125,95.52686686384145
6,44255,1126,95.53981995207357
6,44261,1127,95.5527730403057
6,44267,1128,95.5657261285378
6,44273,1129,95.57867921676994
6,44279,1130,95.59163230500205
6,44285,1131,95.60458539323416
5,44290,1132,95.6153796334276
5,44295,1133,95.62617387362103
5,44300,1134,95.63696811381448
5,44305,1135,95.64776235400791
5,44310,1136,95.65855659420134
5,44315,1137,95.66935083439476
5,44320,1138,95.6801450745882
5,44325,1139,95.69093931478163
5,44330,1140,95.70173355497506
5,44335,1141,95.7125277951685
5,44340,1142,95.72332203536193
5,44345,1143,95.73411627555537
5,44350,1144,95.7449105157488
5,44355,1145,95.75570475594223
5,44360,1146,95.76649899613567
5,44365,1147,95.7772932363291
5,44370,1148,95.78808747652253
5,44375,1149,95.79888171671595
5,44380,1150,95.80967595690939
5,44385,1151,95.82047019710282
5,44390,1152,95.83126443729626
5,44395,1153,95.84205867748969
5,44400,1154,95.85285291768312
5,44405,1155,95.86364715787656
5,44410,1156,95.87444139806999
5,44415,1157,95.88523563826342
5,44420,1158,95.89602987845686
5,44425,1159,95.90682411865029
5,44430,1160,95.91761835884373
5,44435,1161,95.92841259903715
5,44440,1162,95.93920683923058
5,44445,1163,95.95000107942401
5,44450,1164,95.96079531961746
5,44455,1165,95.9715895598109
5,44460,1166,95.98238380000433
5,44465,1167,95.99317804019775
5,44470,1168,96.00397228039118
5,44475,1169,96.01476652058462
5,44480,1170,96.02556076077805
5,44485,1171,96.03635500097148
5,44490,1172,96.04714924116492
5,44495,1173,96.05794348135834
5,44500,1174,96.06873772155178
5,44505,1175,96.07953196174522
5,44510,1176,96.09032620193865
5,44515,1177,96.10112044213209
5,44520,1178,96.11191468232552
5,44525,1179,96.12270892251894
5,44530,1180,96.13350316271237
5,44535,1181,96.1442974029058
5,44540,1182,96.15509164309924
5,44545,1183,96.16588588329267
5,44550,1184,96.17668012348611
5,44555,1185,96.18747436367954
5,44560,1186,96.19826860387298
5,44565,1187,96.20906284406641
5,44570,1188,96.21985708425984
5,44575,1189,96.23065132445328
5,44580,1190,96.2414455646467
5,44585,1191,96.25223980484013
5,44590,1192,96.26303404503356
5,44595,1193,96.273828285227
5,44600,1194,96.28462252542043
5,44605,1195,96.29541676561388
5,44610,1196,96.3062110058073
5,44615,1197,96.31700524600073
5,44620,1198,96.32779948619417
5,44625,1199,96.3385937263876
5,44630,1200,96.34938796658103
5,44635,1201,96.36018220677447
5,44640,1202,96.37097644696789
5,44645,1203,96.38177068716132
5,44650,1204,96.39256492735477
5,44655,1205,96.4033591675482
5,44660,1206,96.41415340774164
5,44665,1207,96.42494764793507
5,44670,1208,96.43574188812849
5,44675,1209,96.44653612832192
5,44680,1210,96.45733036851536
5,44685,1211,96.46812460870879
5,44690,1212,96.47891884890223
5,44695,1213,96.48971308909566
5,44700,1214,96.50050732928909
5,44705,1215,96.51130156948253
5,44710,1216,96.52209580967596
5,44715,1217,96.5328900498694
5,44720,1218,96.54368429006283
5,44725,1219,96.55447853025626
5,44730,1220,96.56527277044968
5,44735,1221,96.57606701064311
5,44740,1222,96.58686125083655
5,44745,1223,96.59765549102998
5,44750,1224,96.60844973122342
5,44755,1225,96.61924397141686
5,44760,1226,96.63003821161028
5,44765,1227,96.64083245180372
5,44770,1228,96.65162669199715
5,44775,1229,96.66242093219059
5,44780,1230,96.67321517238402
5,44785,1231,96.68400941257745
5,44790,1232,96.69480365277087
5,44795,1233,96.7055978929643
5,44800,1234,96.71639213315774
5,44805,1235,96.72718637335119
5,44810,1236,96.73798061354462
5,44815,1237,96.74877485373804
5,44820,1238,96.75956909393147
5,44825,1239,96.77036333412491
5,44830,1240,96.78115757431834
4,44834,1241,96.78979296647309
4,44838,1242,96.79842835862785
4,44842,1243,96.80706375078259
4,44846,1244,96.81569914293733
4,44850,1245,96.82433453509208
4,44854,1246,96.83296992724682
4,44858,1247,96.84160531940157
4,44862,1248,96.85024071155631
4,44866,1249,96.85887610371105
4,44870,1250,96.86751149586581
4,44874,1251,96.87614688802056
4,44878,1252,96.8847822801753
4,44882,1253,96.89341767233005
4,44886,1254,96.90205306448479
4,44890,1255,96.91068845663953
4,44894,1256,96.91932384879428
4,44898,1257,96.92795924094902
4,44902,1258,96.93659463310378
4,44906,1259,96.94523002525852
4,44910,1260,96.95386541741327
4,44914,1261,96.96250080956801
4,44918,1262,96.97113620172276
4,44922,1263,96.9797715938775
4,44926,1264,96.98840698603225
4,44930,1265,96.997042378187
4,44934,1266,97.00567777034175
4,44938,1267,97.01431316249649
4,44942,1268,97.02294855465124
4,44946,1269,97.031583946806
4,44950,1270,97.04021933896072
4,44954,1271,97.04885473111547
4,44958,1272,97.05749012327021
4,44962,1273,97.06612551542497
4,44966,1274,97.07476090757972
4,44970,1275,97.08339629973446
4,44974,1276,97.09203169188922
4,44978,1277,97.10066708404396
4,44982,1278,97.1093024761987
4,44986,1279,97.11793786835344
4,44990,1280,97.1265732605082
4,44994,1281,97.13520865266294
4,44998,1282,97.14384404481768
4,45002,1283,97.15247943697243
4,45006,1284,97.16111482912719
4,45010,1285,97.16975022128193
4,45014,1286,97.17838561343667
4,45018,1287,97.18702100559142
4,45022,1288,97.19565639774616
4,45026,1289,97.2042917899009
4,45030,1290,97.21292718205565
4,45034,1291,97.2215625742104
4,45038,1292,97.23019796636515
4,45042,1293,97.2388333585199
4,45046,1294,97.24746875067464
4,45050,1295,97.25610414282939
4,45054,1296,97.26473953498413
4,45058,1297,97.27337492713887
4,45062,1298,97.28201031929362
4,45066,1299,97.29064571144838
4,45070,1300,97.29928110360312
4,45074,1301,97.30791649575787
4,45078,1302,97.31655188791261
4,45082,1303,97.32518728006735
4,45086,1304,97.3338226722221
4,45090,1305,97.34245806437684
4,45094,1306,97.35109345653159
4,45098,1307,97.35972884868634
4,45102,1308,97.36836424084109
4,45106,1309,97.37699963299583
4,45110,1310,97.38563502515058
4,45114,1311,97.39427041730534
4,45118,1312,97.40290580946007
4,45122,1313,97.41154120161481
4,45126,1314,97.42017659376957
4,45130,1315,97.42881198592431
4,45134,1316,97.43744737807906
4,45138,1317,97.4460827702338
4,45142,1318,97.45471816238856
4,45146,1319,97.4633535545433
4,45150,1320,97.47198894669805
4,45154,1321,97.48062433885278
4,45158,1322,97.48925973100754
4,45162,1323,97.49789512316228
4,45166,1324,97.50653051531702
4,45170,1325,97.51516590747177
4,45174,1326,97.52380129962653
4,45178,1327,97.53243669178127
4,45182,1328,97.54107208393602
4,45186,1329,97.54970747609076
4,45190,1330,97.5583428682455
4,45194,1331,97.56697826040025
4,45198,1332,97.57561365255499
4,45202,1333,97.58424904470975
4,45206,1334,97.5928844368645
4,45210,1335,97.60151982901924
4,45214,1336,97.61015522117398
4,45218,1337,97.61879061332873
4,45222,1338,97.62742600548347
4,45226,1339,97.63606139763822
4,45230,1340,97.64469678979296
4,45234,1341,97.65333218194772
4,45238,1342,97.66196757410246
4,45242,1343,97.6706029662572
4,45246,1344,97.67923835841195
4,45250,1345,97.6878737505667
4,45254,1346,97.69650914272144
4,45258,1347,97.70514453487618
4,45262,1348,97.71377992703094
4,45266,1349,97.72241531918569
4,45270,1350,97.73105071134043
4,45274,1351,97.73968610349517
4,45278,1352,97.74832149564993
4,45282,1353,97.75695688780466
4,45286,1354,97.7655922799594
4,45290,1355,97.77422767211415
4,45294,1356,97.78286306426891
4,45298,1357,97.79149845642365
4,45302,1358,97.8001338485784
4,45306,1359,97.80876924073314
4,45310,1360,97.8174046328879
4,45314,1361,97.82604002504264
4,45318,1362,97.83467541719737
4,45322,1363,97.84331080935212
4,45326,1364,97.85194620150688
4,45330,1365,97.86058159366162
3,45333,1366,97.86705813777769
3,45336,1367,97.87353468189373
3,45339,1368,97.8800112260098
3,45342,1369,97.88648777012587
3,45345,1370,97.89296431424192
3,45348,1371,97.89944085835798
3,45351,1372,97.90591740247405
3,45354,1373,97.9123939465901
3,45357,1374,97.91887049070615
3,45360,1375,97.92534703482222
3,45363,1376,97.93182357893828
3,45366,1377,97.93830012305433
3,45369,1378,97.9447766671704
3,45372,1379,97.95125321128646
3,45375,1380,97.95772975540251
3,45378,1381,97.96420629951858
3,45381,1382,97.97068284363463
3,45384,1383,97.9771593877507
3,45387,1384,97.98363593186676
3,45390,1385,97.99011247598281
3,45393,1386,97.99658902009888
3,45396,1387,98.00306556421494
3,45399,1388,98.00954210833099
3,45402,1389,98.01601865244706
3,45405,1390,98.02249519656311
3,45408,1391,98.02897174067917
3,45411,1392,98.03544828479524
3,45414,1393,98.04192482891129
3,45417,1394,98.04840137302735
3,45420,1395,98.05487791714341
3,45423,1396,98.06135446125947
3,45426,1397,98.06783100537552
3,45429,1398,98.07430754949159
3,45432,1399,98.08078409360765
3,45435,1400,98.0872606377237
3,45438,1401,98.09373718183977
3,45441,1402,98.10021372595583
3,45444,1403,98.1066902700719
3,45447,1404,98.11316681418795
3,45450,1405,98.119643358304
3,45453,1406,98.12611990242007
3,45456,1407,98.13259644653613
3,45459,1408,98.13907299065218
3,45462,1409,98.14554953476825
3,45465,1410,98.1520260788843
3,45468,1411,98.15850262300036
3,45471,1412,98.16497916711643
3,45474,1413,98.1714557112325
3,45477,1414,98.17793225534854
3,45480,1415,98.1844087994646
3,45483,1416,98.19088534358067
3,45486,1417,98.19736188769672
3,45489,1418,98.20383843181278
3,45492,1419,98.21031497592885
3,45495,1420,98.2167915200449
3,45498,1421,98.22326806416096
3,45501,1422,98.22974460827703
3,45504,1423,98.23622115239309
3,45507,1424,98.24269769650914
3,45510,1425,98.24917424062521
3,45513,1426,98.25565078474126
3,45516,1427,98.26212732885732
3,45519,1428,98.26860387297339
3,45522,1429,98.27508041708944
3,45525,1430,98.2815569612055
3,45528,1431,98.28803350532156
3,45531,1432,98.29451004943762
3,45534,1433,98.30098659355369
3,45537,1434,98.30746313766974
3,45540,1435,98.3139396817858
3,45543,1436,98.32041622590187
3,45546,1437,98.32689277001792
3,45549,1438,98.33336931413398
3,45552,1439,98.33984585825004
3,45555,1440,98.3463224023661
3,45558,1441,98.35279894648215
3,45561,1442,98.35927549059822
3,45564,1443,98.36575203471428
3,45567,1444,98.37222857883033
3,45570,1445,98.3787051229464
3,45573,1446,98.38518166706245
3,45576,1447,98.39165821117851
3,45579,1448,98.39813475529458
3,45582,1449,98.40461129941063
3,45585,1450,98.41108784352669
3,45588,1451,98.41756438764276
3,45591,1452,98.42404093175881
3,45594,1453,98.43051747587486
3,45597,1454,98.43699401999093
3,45600,1455,98.44347056410699
3,45603,1456,98.44994710822306
3,45606,1457,98.45642365233911
3,45609,1458,98.46290019645517
3,45612,1459,98.46937674057124
3,45615,1460,98.47585328468729
3,45618,1461,98.48232982880334
3,45621,1462,98.48880637291941
3,45624,1463,98.49528291703547
3,45627,1464,98.50175946115152
3,45630,1465,98.50823600526759
3,45633,1466,98.51471254938366
3,45636,1467,98.5211890934997
3,45639,1468,98.52766563761577
3,45642,1469,98.53414218173184
3,45645,1470,98.54061872584788
3,45648,1471,98.54709526996395
3,45651,1472,98.55357181408002
3,45654,1473,98.56004835819606
3,45657,1474,98.56652490231212
3,45660,1475,98.5730014464282
3,45663,1476,98.57947799054425
3,45666,1477,98.5859545346603
3,45669,1478,98.59243107877637
3,45672,1479,98.59890762289243
3,45675,1480,98.60538416700848
3,45678,1481,98.61186071112455
3,45681,1482,98.6183372552406
3,45684,1483,98.62481379935666
3,45687,1484,98.63129034347273
3,45690,1485,98.63776688758878
3,45693,1486,98.64424343170485
3,45696,1487,98.6507199758209
3,45699,1488,98.65719651993696
3,45702,1489,98.66367306405303
3,45705,1490,98.67014960816908
3,45708,1491,98.67662615228514
3,45711,1492,98.6831026964012
3,45714,1493,98.68957924051726
3,45717,1494,98.69605578463332
2,45719,1495,98.7003734807107
2,45721,1496,98.70469117678806
2,45723,1497,98.70900887286544
2,45725,1498,98.71332656894282
2,45727,1499,98.71764426502018
2,45729,1500,98.72196196109756
2,45731,1501,98.72627965717493
2,45733,1502,98.7305973532523
2,45735,1503,98.73491504932967
2,45737,1504,98.73923274540705
2,45739,1505,98.74355044148443
2,45741,1506,98.7478681375618
2,45743,1507,98.75218583363917
2,45745,1508,98.75650352971654
2,45747,1509,98.76082122579392
2,45749,1510,98.76513892187128
2,45751,1511,98.76945661794866
2,45753,1512,98.77377431402603
2,45755,1513,98.7780920101034
2,45757,1514,98.78240970618079
2,45759,1515,98.78672740225815
2,45761,1516,98.79104509833553
2,45763,1517,98.7953627944129
2,45765,1518,98.79968049049027
2,45767,1519,98.80399818656764
2,45769,1520,98.80831588264502
2,45771,1521,98.8126335787224
2,45773,1522,98.81695127479976
2,45775,1523,98.82126897087714
2,45777,1524,98.82558666695451
2,45779,1525,98.82990436303189
2,45781,1526,98.83422205910925
2,45783,1527,98.83853975518663
2,45785,1528,98.84285745126401
2,45787,1529,98.84717514734137
2,45789,1530,98.85149284341875
2,45791,1531,98.85581053949612
2,45793,1532,98.8601282355735
2,45795,1533,98.86444593165086
2,45797,1534,98.86876362772824
2,45799,1535,98.87308132380562
2,45801,1536,98.877399019883
2,45803,1537,98.88171671596037
2,45805,1538,98.88603441203773
2,45807,1539,98.89035210811511
2,45809,1540,98.89466980419247
2,45811,1541,98.89898750026985
2,45813,1542,98.90330519634722
2,45815,1543,98.90762289242461
2,45817,1544,98.91194058850198
2,45819,1545,98.91625828457936
2,45821,1546,98.92057598065672
2,45823,1547,98.92489367673409
2,45825,1548,98.92921137281147
2,45827,1549,98.93352906888883
2,45829,1550,98.93784676496621
2,45831,1551,98.94216446104359
2,45833,1552,98.94648215712097
2,45835,1553,98.95079985319833
2,45837,1554,98.95511754927571
2,45839,1555,98.95943524535308
2,45841,1556,98.96375294143044
2,45843,1557,98.96807063750782
2,45845,1558,98.9723883335852
2,45847,1559,98.97670602966258
2,45849,1560,98.98102372573995
2,45851,1561,98.98534142181732
2,45853,1562,98.98965911789469
2,45855,1563,98.99397681397207
2,45857,1564,98.99829451004943
2,45859,1565,99.0026122061268
2,45861,1566,99.00692990220419
2,45863,1567,99.01124759828156
2,45865,1568,99.01556529435894
2,45867,1569,99.0198829904363
2,45869,1570,99.02420068651368
2,45871,1571,99.02851838259105
2,45873,1572,99.03283607866842
2,45875,1573,99.0371537747458
2,45877,1574,99.04147147082317
2,45879,1575,99.04578916690055
2,45881,1576,99.05010686297791
2,45883,1577,99.05442455905529
2,45885,1578,99.05874225513266
2,45887,1579,99.06305995121004
2,45889,1580,99.0673776472874
2,45891,1581,99.07169534336478
2,45893,1582,99.07601303944216
2,45895,1583,99.08033073551952
2,45897,1584,99.0846484315969
2,45899,1585,99.08896612767427
2,45901,1586,99.09328382375165
2,45903,1587,99.09760151982901
2,45905,1588,99.10191921590639
2,45907,1589,99.10623691198377
2,45909,1590,99.11055460806114
2,45911,1591,99.11487230413852
2,45913,1592,99.11919000021588
2,45915,1593,99.12350769629326
2,45917,1594,99.12782539237062
2,45919,1595,99.132143088448
2,45921,1596,99.13646078452538
2,45923,1597,99.14077848060275
2,45925,1598,99.14509617668013
2,45927,1599,99.14941387275749
2,45929,1600,99.15373156883487
2,45931,1601,99.15804926491224
2,45933,1602,99.16236696098962
2,45935,1603,99.16668465706698
2,45937,1604,99.17100235314436
2,45939,1605,99.17532004922174
2,45941,1606,99.1796377452991
2,45943,1607,99.18395544137648
2,45945,1608,99.18827313745385
2,45947,1609,99.19259083353123
2,45949,1610,99.19690852960859
2,45951,1611,99.20122622568599
2,45953,1612,99.20554392176335
2,45955,1613,99.20986161784072
2,45957,1614,99.2141793139181
2,45959,1615,99.21849700999546
2,45961,1616,99.22281470607284
2,45963,1617,99.2271324021502
2,45965,1618,99.23145009822758
2,45967,1619,99.23576779430496
2,45969,1620,99.24008549038234
2,45971,1621,99.2444031864597
2,45973,1622,99.24872088253707
2,45975,1623,99.25303857861445
2,45977,1624,99.25735627469182
2,45979,1625,99.2616739707692
2,45981,1626,99.26599166684657
2,45983,1627,99.27030936292395
2,45985,1628,99.27462705900132
2,45987,1629,99.2789447550787
2,45989,1630,99.28326245115606
2,45991,1631,99.28758014723343
2,45993,1632,99.2918978433108
2,45995,1633,99.29621553938817
2,45997,1634,99.30053323546556
2,45999,1635,99.30485093154293
2,46001,1636,99.30916862762031
2,46003,1637,99.31348632369767
2,46005,1638,99.31780401977505
2,46007,1639,99.32212171585242
2,46009,1640,99.32643941192978
2,46011,1641,99.33075710800718
2,46013,1642,99.33507480408454
2,46015,1643,99.33939250016192
2,46017,1644,99.34371019623929
2,46019,1645,99.34802789231667
2,46021,1646,99.35234558839403
2,46023,1647,99.35666328447141
2,46025,1648,99.36098098054877
2,46027,1649,99.36529867662615
2,46029,1650,99.36961637270353
2,46031,1651,99.3739340687809
2,46033,1652,99.37825176485828
2,46035,1653,99.38256946093564
2,46037,1654,99.38688715701302
2,46039,1655,99.39120485309039
2,46041,1656,99.39552254916777
2,46043,1657,99.39984024524514
2,46045,1658,99.40415794132251
2,46047,1659,99.40847563739989
2,46049,1660,99.41279333347725
2,46051,1661,99.41711102955463
2,46053,1662,99.421428725632
2,46055,1663,99.42574642170938
2,46057,1664,99.43006411778676
2,46059,1665,99.43438181386412
2,46061,1666,99.4386995099415
2,46063,1667,99.44301720601887
2,46065,1668,99.44733490209624
2,46067,1669,99.45165259817361
2,46069,1670,99.45597029425099
2,46071,1671,99.46028799032835
2,46073,1672,99.46460568640573
2,46075,1673,99.46892338248311
2,46077,1674,99.47324107856048
2,46079,1675,99.47755877463786
2,46081,1676,99.48187647071522
2,46083,1677,99.4861941667926
2,46085,1678,99.49051186286997
2,46087,1679,99.49482955894734
2,46089,1680,99.49914725502472
2,46091,1681,99.50346495110209
2,46093,1682,99.50778264717947
2,46095,1683,99.51210034325683
2,46097,1684,99.51641803933421
2,46099,1685,99.52073573541158
2,46101,1686,99.52505343148896
2,46103,1687,99.52937112756634
2,46105,1688,99.5336888236437
2,46107,1689,99.53800651972108
2,46109,1690,99.54232421579844
1,46110,1691,99.54448306383713
1,46111,1692,99.54664191187582
1,46112,1693,99.54880075991451
1,46113,1694,99.55095960795319
1,46114,1695,99.55311845599188
1,46115,1696,99.55527730403057
1,46116,1697,99.55743615206926
1,46117,1698,99.55959500010795
1,46118,1699,99.56175384814662
1,46119,1700,99.56391269618533
1,46120,1701,99.566071544224
1,46121,1702,99.56823039226269
1,46122,1703,99.57038924030137
1,46123,1704,99.57254808834006
1,46124,1705,99.57470693637875
1,46125,1706,99.57686578441744
1,46126,1707,99.57902463245613
1,46127,1708,99.5811834804948
1,46128,1709,99.58334232853349
1,46129,1710,99.58550117657218
1,46130,1711,99.58766002461087
1,46131,1712,99.58981887264954
1,46132,1713,99.59197772068823
1,46133,1714,99.59413656872694
1,46134,1715,99.59629541676561
1,46135,1716,99.5984542648043
1,46136,1717,99.60061311284298
1,46137,1718,99.60277196088168
1,46138,1719,99.60493080892036
1,46139,1720,99.60708965695905
1,46140,1721,99.60924850499774
1,46141,1722,99.61140735303641
1,46142,1723,99.61356620107512
1,46143,1724,99.61572504911379
1,46144,1725,99.61788389715248
1,46145,1726,99.62004274519116
1,46146,1727,99.62220159322985
1,46147,1728,99.62436044126855
1,46148,1729,99.62651928930723
1,46149,1730,99.62867813734591
1,46150,1731,99.63083698538459
1,46151,1732,99.6329958334233
1,46152,1733,99.63515468146197
1,46153,1734,99.63731352950066
1,46154,1735,99.63947237753933
1,46155,1736,99.64163122557804
1,46156,1737,99.64379007361673
1,46157,1738,99.6459489216554
1,46158,1739,99.64810776969409
1,46159,1740,99.65026661773277
1,46160,1741,99.65242546577147
1,46161,1742,99.65458431381015
1,46162,1743,99.65674316184884
1,46163,1744,99.65890200988753
1,46164,1745,99.6610608579262
1,46165,1746,99.6632197059649
1,46166,1747,99.66537855400358
1,46167,1748,99.66753740204227
1,46168,1749,99.66969625008095
1,46169,1750,99.67185509811965
1,46170,1751,99.67401394615834
1,46171,1752,99.67617279419702
1,46172,1753,99.6783316422357
1,46173,1754,99.6804904902744
1,46174,1755,99.68264933831308
1,46175,1756,99.68480818635176
1,46176,1757,99.68696703439045
1,46177,1758,99.68912588242912
1,46178,1759,99.69128473046783
1,46179,1760,99.69344357850652
1,46180,1761,99.6956024265452
1,46181,1762,99.69776127458388
1,46182,1763,99.69992012262256
1,46183,1764,99.70207897066126
1,46184,1765,99.70423781869994
1,46185,1766,99.70639666673863
1,46186,1767,99.70855551477732
1,46187,1768,99.710714362816
1,46188,1769,99.7128732108547
1,46189,1770,99.71503205889337
1,46190,1771,99.71719090693206
1,46191,1772,99.71934975497075
1,46192,1773,99.72150860300944
1,46193,1774,99.72366745104813
1,46194,1775,99.7258262990868
1,46195,1776,99.7279851471255
1,46196,1777,99.73014399516418
1,46197,1778,99.73230284320287
1,46198,1779,99.73446169124155
1,46199,1780,99.73662053928024
1,46200,1781,99.73877938731893
1,46201,1782,99.74093823535762
1,46202,1783,99.74309708339631
1,46203,1784,99.74525593143498
1,46204,1785,99.74741477947367
1,46205,1786,99.74957362751236
1,46206,1787,99.75173247555105
1,46207,1788,99.75389132358973
1,46208,1789,99.75605017162842
1,46209,1790,99.7582090196671
1,46210,1791,99.7603678677058
1,46211,1792,99.76252671574449
1,46212,1793,99.76468556378316
1,46213,1794,99.76684441182185
1,46214,1795,99.76900325986054
1,46215,1796,99.77116210789923
1,46216,1797,99.77332095593792
1,46217,1798,99.7754798039766
1,46218,1799,99.77763865201528
1,46219,1800,99.77979750005397
1,46220,1801,99.78195634809266
1,46221,1802,99.78411519613134
1,46222,1803,99.78627404417003
1,46223,1804,99.78843289220872
1,46224,1805,99.79059174024741
1,46225,1806,99.7927505882861
1,46226,1807,99.79490943632477
1,46227,1808,99.79706828436346
